  forking is not supported on this platform

   INFO  Server running on [http://127.0.0.1:8000].  

  Press Ctrl+C to stop the server
  2026-05-21 02:57:34 /build/assets/app-CasETRYy.js ........................................................ ~ 0.58ms
  2026-05-21 02:57:34 /images/logo.svg ..................................................................... ~ 2.64ms
  2026-05-21 02:57:34 /favicon.ico ......................................................................... ~ 0.32ms
  2026-05-21 02:57:48 /favicon.ico ......................................................................... ~ 0.79ms
  2026-05-21 02:57:52 /admin/bookings .................................................................... ~ 504.10ms
  2026-05-21 02:57:52 /build/assets/app-DHbK4RWE.css ..................................................... ~ 506.73ms
  2026-05-21 02:57:53 /build/assets/app-CasETRYy.js ........................................................ ~ 0.42ms
  2026-05-21 02:57:53 /images/logo.svg ..................................................................... ~ 0.34ms
  2026-05-21 02:57:53 /favicon.ico ......................................................................... ~ 0.49ms
  2026-05-21 02:58:04 /favicon.ico ......................................................................... ~ 1.25ms
  2026-05-21 02:58:06 /admin/bookings .................................................................... ~ 513.50ms
  2026-05-21 02:58:06 /build/assets/app-DHbK4RWE.css ..................................................... ~ 515.67ms
  2026-05-21 02:58:06 /build/assets/app-CasETRYy.js ........................................................ ~ 0.39ms
  2026-05-21 02:58:06 /images/logo.svg ..................................................................... ~ 2.06ms
  2026-05-21 02:58:06 /favicon.ico ......................................................................... ~ 0.36ms
  2026-05-21 02:58:09 /favicon.ico ......................................................................... ~ 0.99ms
  2026-05-21 02:58:16 /admin/bookings .................................................................... ~ 514.21ms
  2026-05-21 02:58:17 /build/assets/app-DHbK4RWE.css ....................................................... ~ 0.33ms
  2026-05-21 02:58:17 /build/assets/app-CasETRYy.js ........................................................ ~ 0.51ms
  2026-05-21 02:58:17 /images/logo.svg ..................................................................... ~ 2.75ms
  2026-05-21 02:58:17 /favicon.ico ......................................................................... ~ 0.38ms
  2026-05-21 02:58:20 /favicon.ico ......................................................................... ~ 0.66ms
  2026-05-21 02:59:55 /admin/rooms ............................................................................. ~ 2s
  2026-05-21 02:59:57 /build/assets/app-DHbK4RWE.css ....................................................... ~ 0.38ms
  2026-05-21 02:59:57 /build/assets/app-CasETRYy.js ........................................................ ~ 1.29ms
  2026-05-21 02:59:57 /images/logo.svg ..................................................................... ~ 4.53ms
  2026-05-21 02:59:57 /favicon.ico ......................................................................... ~ 0.33ms
  2026-05-21 03:00:00 /admin/rooms/delete-by-type ........................................................ ~ 514.61ms
  2026-05-21 03:00:00 /admin/rooms ....................................................................... ~ 514.17ms
  2026-05-21 03:00:01 /build/assets/app-DHbK4RWE.css ....................................................... ~ 0.40ms
  2026-05-21 03:00:01 /build/assets/app-CasETRYy.js ........................................................ ~ 1.90ms
  2026-05-21 03:00:01 /images/logo.svg ..................................................................... ~ 3.46ms
  2026-05-21 03:00:01 /favicon.ico ......................................................................... ~ 0.28ms
  2026-05-21 03:00:09 /dashboard ......................................................................... ~ 502.91ms
  2026-05-21 03:00:09 /admin/dashboard ......................................................................... ~ 1s
  2026-05-21 03:00:10 /build/assets/app-DHbK4RWE.css ....................................................... ~ 0.39ms
  2026-05-21 03:00:10 /build/assets/app-CasETRYy.js ........................................................ ~ 2.66ms
  2026-05-21 03:00:10 /images/logo.svg ..................................................................... ~ 4.62ms
  2026-05-21 03:00:10 /favicon.ico ......................................................................... ~ 0.28ms
  2026-05-21 03:00:48 /admin/bookings .................................................................... ~ 515.87ms
  2026-05-21 03:00:48 /admin/dashboard ................................................................... ~ 510.94ms
  2026-05-21 03:00:49 /build/assets/app-DHbK4RWE.css ....................................................... ~ 0.37ms
  2026-05-21 03:00:49 /build/assets/app-CasETRYy.js ........................................................ ~ 1.87ms
  2026-05-21 03:00:49 /images/logo.svg ..................................................................... ~ 3.67ms
  2026-05-21 03:00:49 /favicon.ico ......................................................................... ~ 0.32ms
  2026-05-21 03:00:51 /admin/bookings .......................................................................... ~ 2s
  2026-05-21 03:00:53 /build/assets/app-DHbK4RWE.css ....................................................... ~ 0.44ms
  2026-05-21 03:00:53 /build/assets/app-CasETRYy.js ........................................................ ~ 0.42ms
  2026-05-21 03:00:53 /images/logo.svg ..................................................................... ~ 2.30ms
  2026-05-21 03:00:53 /favicon.ico ......................................................................... ~ 0.48ms
  2026-05-21 03:03:33 /admin/bookings .................................................................... ~ 510.47ms
